City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,zaqatala,41.6336,46.6433,6.26,100,100,2.06,AZ,1702069494
362,charters towers,-20.1,146.2667,23.49,61,2,4.05,AU,1702069494
363,el granada,37.5027,-122.4694,15.62,61,0,7.2,US,1702069494
364,thinadhoo,0.5333,72.9333,26.75,84,100,4.72,MV,1702069494
365,remire-montjoly,4.9167,-52.2667,28.02,83,75,4.63,GF,1702069494
366,lihue,21.9789,-159.3672,27.42,61,20,3.09,US,1702069495
367,patterson,37.4716,-121.1297,13.89,60,68,6.55,US,1702069495
368,hirado,33.3597,129.5531,12.44,74,100,8.96,JP,1702069495
369,hammerfest,70.6634,23.6821,-4.75,68,0,8.23,NO,1702069272
370,mejit,10.2753,170.8646,28.07,63,100,8.39,MH,1702069496
371,tsengel,49.4783,100.8894,-21.38,90,7,1.65,MN,1702069496
372,yarmouth,41.7057,-70.2286,5.08,76,0,0.45,US,1702069496
373,viedma,-40.8135,-62.9967,22.11,39,7,9.45,AR,1702069497
374,riviere-du-loup,47.8304,-69.5342,-4.51,79,0,2.57,CA,1702069258
375,tanaina,61.6269,-149.4281,-7.4,88,100,0.0,US,1702069497
376,berberati,4.2612,15.7922,22.53,71,29,0.55,CF,1702069497
377,urangan,-25.3,152.9,24.61,66,67,6.76,AU,1702069498
378,idri,27.5,13.2667,14.74,54,99,3.26,LY,1702069498
379,kuqa,41.7278,82.9364,1.11,50,100,1.84,CN,1702069498
380,mermoz boabab,14.7065,-17.4758,24.88,73,0,3.09,SN,1702069498
381,tuburan,6.6439,122.2736,27.71,77,26,1.74,PH,1702069499
382,horta,38.5333,-28.6333,17.8,92,75,9.26,PT,1702069499
383,east london,-33.0153,27.9116,20.92,83,99,3.49,ZA,1702069499
384,catriel,-37.8791,-67.7956,25.94,46,70,14.12,AR,1702069499
385,agat village,13.3886,144.6585,26.52,91,100,4.12,GU,1702069500
386,yuzhno-kurilsk,44.0306,145.8556,3.54,89,90,4.76,RU,1702069500
387,anacapri,40.5558,14.2136,10.84,70,100,4.58,IT,1702069414
388,severobaykal'sk,55.65,109.3167,-26.94,86,17,3.23,RU,1702069501
389,kisesa,-3.0833,34.15,18.52,87,91,2.55,TZ,1702069501
390,kapuskasing,49.4169,-82.4331,1.05,93,100,6.17,CA,1702069501
391,corinto,37.9407,22.9573,10.5,65,6,1.84,GR,1702069502
392,crucecita,-28.95,-58.9833,23.97,61,0,4.75,AR,1702069502
393,uruguaiana,-29.7547,-57.0883,26.96,36,0,9.26,BR,1702069352
394,tres arroyos,-38.3739,-60.2798,27.61,29,85,6.13,AR,1702069502
395,greymouth,-42.4667,171.2,14.18,75,100,1.03,NZ,1702069503
396,burgersdorp,-30.9977,26.3286,17.98,70,2,5.31,ZA,1702069503
397,la passe,45.5549,-0.8967,9.99,86,100,3.97,FR,1702069503
398,makueni boma,-1.8041,37.6203,17.56,92,32,1.78,KE,1702069504
399,kalachinsk,55.0529,74.5751,-26.86,89,100,3.76,RU,1702069504
400,lospalos,-8.5186,127.0025,22.74,91,50,0.38,TL,1702069504
401,trincomalee,8.5711,81.2335,24.0,97,100,0.99,LK,1702069505
402,rumbek,6.802,29.6912,27.63,27,15,1.83,SS,1702069505
403,vredendal,-31.6683,18.5012,16.99,88,30,3.52,ZA,1702069505
404,bayamo,20.3792,-76.6433,26.95,65,47,6.75,CU,1702069506
405,tanout,14.9709,8.8879,21.24,14,98,4.82,NE,1702069506
406,santa elena de uairen,4.6167,-61.1333,24.73,74,57,3.11,VE,1702069507
407,flying fish cove,-10.4217,105.6791,24.82,88,75,4.63,CX,1702069507
408,faya-largeau,17.9257,19.1043,22.08,17,100,5.14,TD,1702069507
409,chui,-33.6971,-53.4616,17.7,72,0,4.66,UY,1702069507
410,salamina,37.9643,23.4965,11.81,63,40,0.0,GR,1702069508
411,saint-denis,48.9167,2.3333,8.95,91,0,3.6,FR,1702069508
412,kuusamo,65.9667,29.1833,-18.98,84,100,2.06,FI,1702069508
413,santiago,-33.4569,-70.6483,28.52,32,0,8.23,CL,1702069357
414,amursk,50.2261,136.8994,-13.34,98,97,0.16,RU,1702069509
415,san jose del cabo,23.0589,-109.6977,29.6,52,0,5.14,MX,1702069475
416,kaoma,-14.7833,24.8,21.46,72,100,2.57,ZM,1702069509
417,nar'yan-mar,67.6713,53.087,-17.98,91,100,3.67,RU,1702069510
418,vorgashor,67.5833,63.95,-22.68,100,100,1.44,RU,1702069510
419,boone,39.0334,-92.3335,17.47,83,100,5.09,US,1702069453
420,olinda,-8.0089,-34.8553,27.85,69,20,4.12,BR,1702069328
421,martapura,-3.4167,114.85,26.05,100,100,1.54,ID,1702069491
422,ilha de mocambique,-15.0342,40.7358,24.97,88,8,1.52,MZ,1702069511
423,rudbar,30.15,62.6,13.64,21,0,1.46,AF,1702069512
424,kaa-khem,51.6833,94.7333,-23.66,90,100,0.6,RU,1702069512
425,tual,-5.6667,132.75,28.77,74,51,2.57,ID,1702069512
426,mayahi,13.9553,7.6712,21.68,13,56,4.68,NE,1702069513
427,bowling green,36.9903,-86.4436,17.41,51,100,5.66,US,1702069426
428,luanco,43.6152,-5.7934,14.71,69,100,4.03,ES,1702069513
429,noumea,-22.2763,166.4572,26.67,99,100,8.37,NC,1702069235
430,erenhot,43.6475,111.9767,-10.52,57,37,2.83,CN,1702069514
431,goundam,16.4145,-3.6708,25.55,12,61,3.83,ML,1702069514
432,onega,63.9061,38.1404,-20.93,98,64,3.1,RU,1702069514
433,tangalle,6.024,80.7911,24.41,90,69,1.29,LK,1702069515
434,misratah,32.3754,15.0925,18.03,44,100,5.68,LY,1702069515
435,changyon,38.2508,125.0961,7.01,94,2,1.25,KP,1702069516
436,trairi,-3.2778,-39.2689,27.29,75,87,6.55,BR,1702069443
437,pisco,-13.7,-76.2167,22.03,68,0,10.8,PE,1702069516
438,viqueque,-8.8673,126.3658,25.38,88,99,0.94,TL,1702069516
439,jianguang,28.1938,115.7836,16.56,59,100,2.8,CN,1702069517
440,papao,-17.75,-149.55,27.82,86,100,8.58,PF,1702069517
441,mount isa,-20.7333,139.5,23.87,69,0,0.0,AU,1702069517
442,danilovka,50.3557,44.1168,-6.22,60,100,6.87,RU,1702069517
443,key west,24.5557,-81.7826,26.11,67,0,4.63,US,1702069512
444,tamanrasset,22.785,5.5228,14.95,15,0,1.54,DZ,1702069346
445,tchibanga,-2.85,11.0333,22.67,97,100,0.62,GA,1702069519
446,sijunjung,-0.6876,100.9537,22.96,99,99,0.69,ID,1702069519
447,bardai,11.65,7.2333,21.73,17,100,3.8,NG,1702069520
448,nacala,-14.5428,40.6728,26.41,85,6,3.02,MZ,1702069520
449,sittwe,20.15,92.9,23.47,91,48,2.94,MM,1702069521
450,prymors'k,46.7348,36.3443,4.19,89,100,10.45,UA,1702069521
451,saguenay,48.4168,-71.0657,-7.55,73,20,1.03,CA,1702069521
452,qamdo,31.1667,97.2333,-7.58,75,4,2.43,CN,1702069521
453,turan,16.0678,108.2208,20.99,94,20,0.51,VN,1702069388
454,buka,40.8108,69.1986,3.06,82,100,2.62,UZ,1702069522
455,alpine,32.835,-116.7664,20.5,48,3,1.79,US,1702069522
456,northam,51.0333,-4.2167,10.92,92,32,7.91,GB,1702069522
457,belyy yar,53.6039,91.3903,-29.06,76,85,0.0,RU,1702069523
458,narvik,68.4384,17.4272,-1.33,71,100,4.09,NO,1702069523
459,rongelap,11.1635,166.8941,27.56,71,81,7.98,MH,1702069523
460,madikeri,12.4167,75.7333,17.21,99,95,0.55,IN,1702069523
461,usinsk,65.9939,57.5281,-27.74,100,99,1.79,RU,1702069524
462,kaduna,10.5222,7.4383,24.06,19,100,3.34,NG,1702069524
463,queenstown,-31.8976,26.8753,16.53,78,100,4.33,ZA,1702069379
464,talakan,50.3167,130.3667,-20.42,97,98,2.63,RU,1702069524
465,khanty-mansiysk,61.0042,69.0019,-26.94,69,40,2.0,RU,1702069525
466,tamala,52.541,43.2515,-14.33,90,100,5.07,RU,1702069525
467,celestun,20.8667,-90.4,26.85,62,93,4.4,MX,1702069525
468,boguchany,58.3814,97.4531,-27.3,88,100,0.89,RU,1702069525
469,selkirk,50.1436,-96.8845,1.16,96,100,3.58,CA,1702069330
470,sinop,41.7711,34.8709,9.19,91,100,0.43,TR,1702069526
471,rabaul,-4.1967,152.1721,26.56,82,100,2.56,PG,1702069526
472,susuman,62.7833,148.1667,-24.45,95,100,0.45,RU,1702069526
473,turochak,52.2576,87.1224,-24.62,100,96,0.98,RU,1702069527
474,jabat,7.75,168.9751,27.53,78,100,8.59,MH,1702069527
475,azadshahr,34.7909,48.5707,0.27,64,0,2.06,IR,1702069528
476,touros,-5.1989,-35.4608,26.74,73,100,6.97,BR,1702069451
477,kingaroy,-26.5333,151.8333,19.59,82,78,3.7,AU,1702069528
478,xiva,41.3783,60.3639,-7.01,34,80,4.76,UZ,1702069529
479,paita,-5.0892,-81.1144,23.22,74,23,8.32,PE,1702069529
480,raja,8.4596,25.678,25.32,22,95,2.02,SS,1702069529
481,naze,28.3667,129.4833,18.51,66,14,3.01,JP,1702069530
482,gebeit,21.0667,36.3167,23.75,68,99,2.48,SD,1702069530
483,nueva esperanza,15.2667,-87.6,26.79,75,41,1.98,HN,1702069530
484,acapulco de juarez,16.8634,-99.8901,30.9,62,20,5.66,MX,1702069424
485,newport,51.5877,-2.9984,9.3,87,75,7.66,GB,1702069531
486,odda,60.0691,6.5457,3.21,94,100,3.59,NO,1702069532
487,freetown,8.484,-13.2299,27.84,83,75,3.09,SL,1702069532
488,tabou,4.423,-7.3528,26.97,78,2,2.83,CI,1702069532
489,mount pearl,47.5166,-52.7813,1.03,80,75,12.35,CA,1702069533
490,bongor,10.2806,15.3722,25.03,18,47,3.26,TD,1702069533
491,lamu,-2.2717,40.902,27.12,84,22,5.24,KE,1702069533
492,burao,9.5221,45.5336,16.61,56,6,3.95,SO,1702069534
493,sao sepe,-30.1606,-53.5653,22.67,63,2,3.11,BR,1702069534
494,tsiombe,-25.3,45.4833,23.54,89,79,1.62,MG,1702069534
495,ketchikan,55.3422,-131.6461,4.99,87,75,2.06,US,1702069534
496,bonne terre,37.9231,-90.5554,15.01,78,100,4.98,US,1702069535
497,katsuura,35.1333,140.3,13.61,72,0,5.13,JP,1702069535
498,fort-de-france,14.6089,-61.0733,24.97,88,75,7.2,MQ,1702069536
499,anamur,36.0751,32.8369,15.59,83,100,0.69,TR,1702069536
500,tumpat,6.1978,102.171,24.99,94,20,0.51,MY,1702069536
501,howard springs,-12.497,131.047,26.95,96,100,1.5,AU,1702069537
502,mangrol,21.1167,70.1167,21.59,58,1,5.64,IN,1702069537
503,palopo,-2.9996,120.1921,25.49,86,100,0.84,ID,1702069537
504,villa regina,-39.1,-67.0667,26.1,15,100,3.58,AR,1702069537
505,as sulayyil,20.4607,45.5779,17.14,33,27,3.54,SA,1702069339
506,morondava,-20.2833,44.2833,25.76,88,3,1.43,MG,1702069538
507,inarajan village,13.2736,144.7484,26.54,95,31,6.27,GU,1702069538
508,ar ruways,24.1103,52.7306,22.16,72,25,2.04,AE,1702069538
509,labuan bajo,-8.4964,119.8877,26.29,87,100,3.72,ID,1702069539
510,"laikit, laikit ii (dimembe)",1.4792,124.9735,24.47,89,40,0.51,ID,1702069539
511,laojunmiao,39.8333,97.7333,-1.48,36,73,3.21,CN,1702069539
512,magdagachi,53.45,125.8,-23.09,94,100,3.3,RU,1702069540
513,palikir - national government center,6.9248,158.1611,26.47,89,100,4.63,FM,1702069540
514,waingapu,-9.6567,120.2641,26.67,84,100,1.74,ID,1702069540
515,san luis de la loma,17.2706,-100.8939,29.39,61,3,2.97,MX,1702069541
516,mar del plata,-38.0023,-57.5575,18.79,69,0,7.6,AR,1702069541
517,timmins,48.4669,-81.3331,-1.1,86,100,6.17,CA,1702069412
518,timimoun,29.2639,0.231,18.21,34,0,2.06,DZ,1702069541
519,kattivakkam,13.2167,80.3167,26.05,88,10,3.13,IN,1702069542
520,kuanda,56.3161,116.0806,-35.09,93,50,0.45,RU,1702069542
521,san patricio,28.017,-97.5169,29.05,48,3,6.17,US,1702069542
522,saint-pierre,-21.3393,55.4781,25.87,78,75,1.54,RE,1702069542
523,shahrud,36.4182,54.9763,6.75,58,4,1.4,IR,1702069543
524,penne,42.4538,13.9299,6.79,73,100,0.67,IT,1702069543
525,brandfort,-28.7001,26.4597,18.67,15,0,3.6,ZA,1702069543
526,caister-on-sea,52.6481,1.7265,8.13,90,100,7.07,GB,1702069543
527,egilsstadir,65.2653,-14.3948,-7.05,79,75,1.03,IS,1702069416
528,junction city,39.0286,-96.8314,15.08,41,0,6.69,US,1702069544
529,edson,53.5835,-116.4356,-2.92,63,40,2.06,CA,1702069544
530,punta del este,-34.9667,-54.95,19.42,71,40,5.14,UY,1702069333
531,masuguru,-11.3667,38.4167,24.63,89,94,1.91,TZ,1702069545
532,bangassou,4.7413,22.8184,21.02,70,31,0.49,CF,1702069545
533,yeppoon,-23.1333,150.7333,22.88,72,100,6.99,AU,1702069545
534,kokoda,-8.8785,147.7407,24.85,76,96,1.92,PG,1702069546
535,al mayadin,35.0209,40.4535,17.15,57,100,6.18,SY,1702069546
536,diamantino,-14.4086,-56.4461,30.11,55,85,4.26,BR,1702069546
537,coahuayana de hidalgo,18.7,-103.6583,30.71,51,6,2.34,MX,1702069547
538,igarka,67.4667,86.5833,-39.31,100,29,1.29,RU,1702069547
539,champerico,14.3,-91.9167,36.3,68,0,3.5,GT,1702069547
540,lata,40.1629,-8.3327,15.45,89,100,1.68,PT,1702069548
541,maputo,-25.9653,32.5892,24.82,83,40,2.06,MZ,1702069327
542,itaueira,-7.6033,-43.0256,32.46,33,99,1.1,BR,1702069548
543,mugumu,-1.85,34.7,16.56,92,88,0.57,TZ,1702069548
544,kisangani,0.5167,25.2,23.29,93,90,1.23,CD,1702069549
545,tottori,35.5,134.2333,9.62,77,0,4.1,JP,1702069522
546,kapit,2.0167,112.9333,23.63,100,100,0.64,MY,1702069549
547,zarah sharan,33.1467,68.7917,0.1,33,1,1.53,AF,1702069549
548,al hasakah,36.5024,40.7477,14.25,68,100,3.66,SY,1702069550
549,colonia,50.9333,6.95,8.36,89,100,4.12,DE,1702069550
550,smithers,54.7804,-127.1743,-6.82,93,75,2.06,CA,1702069550
551,bafoulabe,13.8065,-10.8321,28.95,13,14,2.42,ML,1702069550
552,liuli,-11.0833,34.6333,25.54,78,88,1.31,TZ,1702069551
553,al ghayzah,16.2079,52.176,23.95,54,72,2.01,YE,1702069551
554,narsingdi,23.9208,90.7181,21.01,78,58,0.79,BD,1702069551
555,yokadouma,3.5167,15.05,22.47,79,52,1.19,CM,1702069551
556,paracuru,-3.41,-39.0306,28.39,76,83,6.81,BR,1702069552
557,sao jose da coroa grande,-8.8978,-35.1478,26.29,77,98,5.03,BR,1702069552
558,hasaki,35.7333,140.8333,4.22,63,0,5.9,JP,1702069383
559,nandigama,16.7833,80.3,21.99,79,3,1.59,IN,1702069552
560,podgornoye,51.735,39.1496,-5.75,86,75,7.0,RU,1702069553
561,igra,57.5558,53.0547,-35.41,100,6,0.88,RU,1702069553
562,ottumwa,41.02,-92.4113,15.5,64,0,1.54,US,1702069553
563,tarawa,1.419,172.984,28.05,83,75,3.6,KI,1702069553
564,three points,32.0767,-111.3137,22.1,19,0,2.25,US,1702069554
565,havre,49.5833,0.3333,8.87,81,0,5.66,FR,1702069554
566,roma,43.2128,-75.4557,7.6,82,0,4.12,US,1702069554
567,tateyama,34.9833,139.8667,15.21,62,0,4.76,JP,1702069377
